source_file,line_number,block_type,source_sha256,numeric_tokens,numeric_tokens_preserved,status
measurement_divergence_manuscript_revision_03.md,93,paragraph,726f3932a62f7bd5c714a5291b0fdd130724e0c7118ce4e860c3e5f1ced118e1,,True,PASS
measurement_divergence_manuscript_revision_03.md,95,paragraph,56de75a4144141ecbd52d4cfe6e12642fcd6ae73dbcd525410e40b1dcd3e95dc,,True,PASS
measurement_divergence_manuscript_revision_03.md,97,heading,67b574265666a6f21e3d97b16e28d2bf75452c3d9ea6d1b3f13f9ec2c8c32de6,,True,PASS
measurement_divergence_manuscript_revision_03.md,99,paragraph,1b27257a5a63fcc5f11e483dfc46bb79b622f75beb57661fc3d216cb5cb036d1,,True,PASS
measurement_divergence_manuscript_revision_03.md,101,paragraph,e948cc37c6dc2ba9729fb62c1a611219371c22d7ae565fce9b44399725828f6c,,True,PASS
measurement_divergence_appendix_revision_03.md,1,heading,992bcd821581e9a379c012af8e270d6fb786d31ac5998547fefaaa81e17e9502,,True,PASS
measurement_divergence_appendix_revision_03.md,3,heading,acbc0b6ace1a67bb55e6cd018b19b44a5216d226be8fbc4dee77d9afea253415,,True,PASS
measurement_divergence_appendix_revision_03.md,5,paragraph,dae56ded3dfd47ee0cdb308520d7185e295e9de061135a8330f5ffaa4393bbb7,,True,PASS
measurement_divergence_appendix_revision_03.md,7,heading,b02a4da3209c42559b4ac44c52f8957aaaf2d5414e61db1e77a9e75b63041aeb,,True,PASS
measurement_divergence_appendix_revision_03.md,9,paragraph,75bb9c8b247448a1a583af53b412ecb4a5469c01c4a4371a7f7b6907d8509918,,True,PASS
measurement_divergence_appendix_revision_03.md,11,paragraph,5f09e80ecf93f7591eb505cc87c600b8a784112b87cde8281063c13143fa21be,,True,PASS
measurement_divergence_appendix_revision_03.md,13,heading,a6f8e59af2415e96c465d2b9d87cf050fce1d8c4c365b7245dd016ef9e998069,,True,PASS
measurement_divergence_appendix_revision_03.md,15,paragraph,44d4f4fe402fb061cba6ff645b372d2e5b4f40a0415660b8082f28fcd090e4fe,,True,PASS
measurement_divergence_appendix_revision_03.md,17,heading,d766140a558a59be1b57b7a51998b6c71aa7601cfd5158a75706bd4eaf24ff2c,,True,PASS
measurement_divergence_appendix_revision_03.md,19,paragraph,1344f4c63aa9a09ff0316d306ab505676a92438b41b8f21e72cb1167941d0d87,,True,PASS
measurement_divergence_appendix_revision_03.md,21,heading,80cfe473b227593b3d84297a826cd76adb4fa787f6cfa7a86ea55fa710ae47bc,,True,PASS
measurement_divergence_appendix_revision_03.md,23,paragraph,6fcf40bfa65482ccb9429d8f7685ecffbcb566d87dd1909d844d8c10088fe6c6,,True,PASS
measurement_divergence_appendix_revision_03.md,25,heading,64daabc3943c19fffd61a7c34ec5e6018d2bf4e6f663b27125f89f8f425867f4,,True,PASS
measurement_divergence_appendix_revision_03.md,27,paragraph,c96566729fadc4fd5dec4521e1c1653ccf4139bcd91b64ce960f53ab2bd02fd0,,True,PASS
