parent_artifact_id,child_artifact_id,run_id
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_30_figure_09_firm_density_change_map_2021_2024_data,image_dpi_fix
s00_preflight_01_environment,s08_descriptive_31_figure_09_firm_density_change_map_2021_2024,image_dpi_fix
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_31_figure_09_firm_density_change_map_2021_2024,image_dpi_fix
s00_preflight_01_environment,s08_descriptive_32_figure_09_firm_density_change_map_2021_2024,image_dpi_fix
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_32_figure_09_firm_density_change_map_2021_2024,image_dpi_fix
s00_preflight_01_environment,s08_descriptive_33_figure_05_ftth_rank_mobility_data,image_dpi_fix
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_33_figure_05_ftth_rank_mobility_data,image_dpi_fix
s00_preflight_01_environment,s08_descriptive_34_figure_05_ftth_rank_mobility,image_dpi_fix
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_34_figure_05_ftth_rank_mobility,image_dpi_fix
s00_preflight_01_environment,s08_descriptive_35_figure_05_ftth_rank_mobility,image_dpi_fix
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_35_figure_05_ftth_rank_mobility,image_dpi_fix
s00_preflight_01_environment,s08_descriptive_36_descriptive_outlier_review,image_dpi_fix
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_36_descriptive_outlier_review,image_dpi_fix
s00_preflight_01_environment,s08_descriptive_37_descriptive_value_audit,image_dpi_fix
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_37_descriptive_value_audit,image_dpi_fix
s00_preflight_01_environment,s08_descriptive_38_descriptive_spot_checks,image_dpi_fix
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_38_descriptive_spot_checks,image_dpi_fix
s00_preflight_01_environment,s08_descriptive_39_descriptive_classification,image_dpi_fix
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_39_descriptive_classification,image_dpi_fix
s00_preflight_01_environment,s08_descriptive_40_claim_audit,image_dpi_fix
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_40_claim_audit,image_dpi_fix
s00_preflight_01_environment,s08_descriptive_41_descriptive_analysis_report,image_dpi_fix
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_41_descriptive_analysis_report,image_dpi_fix
s00_preflight_01_environment,s08_descriptive_42_descriptive_limitations,image_dpi_fix
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_42_descriptive_limitations,image_dpi_fix
s00_preflight_01_environment,s08_descriptive_43_descriptive_analysis_next_action,image_dpi_fix
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_43_descriptive_analysis_next_action,image_dpi_fix
s00_preflight_01_environment,s08_descriptive_44_descriptive_lineage_edges,image_dpi_fix
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_44_descriptive_lineage_edges,image_dpi_fix
s00_preflight_01_environment,s08_descriptive_45_conceptual_framework,image_dpi_fix
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_45_conceptual_framework,image_dpi_fix
s00_preflight_01_environment,s08_descriptive_46_counter_hypotheses,image_dpi_fix
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_46_counter_hypotheses,image_dpi_fix
s00_preflight_01_environment,s08_descriptive_47_conceptual_framework,image_dpi_fix
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_47_conceptual_framework,image_dpi_fix
s00_preflight_01_environment,s08_descriptive_48_descriptive_analysis_addendum_20260913,image_dpi_fix
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_48_descriptive_analysis_addendum_20260913,image_dpi_fix
s00_preflight_01_environment,s08_descriptive_49_descriptive_analysis_addendum_lock,image_dpi_fix
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_49_descriptive_analysis_addendum_lock,image_dpi_fix
s00_preflight_01_environment,s08_descriptive_50_descriptive_stable_hashes,image_dpi_fix
s00_preflight_02_treatment_readiness_evidence,s08_descriptive_50_descriptive_stable_hashes,image_dpi_fix
